strategy,family,independence_group,evidence,description,implementation_note,start,end,years,cagr,stress_cagr,annual_vol,excess_shy_sharpe,max_drawdown,ulcer_index,calmar,cvar_5pct_daily,worst_calendar_year,best_calendar_year,max_recovery_days,max_underwater_days,max_trough_to_recovery_days,max_5pct_trough_to_recovery_days,median_5pct_trough_to_recovery_days,share_5pct_recovered_within_20d,n_5pct_drawdowns,n_unrecovered_5pct_drawdowns,largest_year_abs_excess_share,annual_turnover,cagr_2007_2012,cagr_2013_2021,rolling_3y_min,rolling_3y_target_share,rolling_5y_min,rolling_5y_target_share,latest_weights,GFC_return,GFC_maxdd,2011_euro_US_downgrade_return,2011_euro_US_downgrade_maxdd,2018_Q4_return,2018_Q4_maxdd,COVID_crash_return,COVID_crash_maxdd,tier,original_gate,relaxed_5pct_gate,avoided_5pct_drawdown,hard_20d_recovery,median_recovery_20d,majority_recovery_20d,original_joint,relaxed_joint
credit__s25__credit_canary_equity_allocation__cross_asset_mom_126_top3__all_weather_sleeve_trend_200__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03416889354348118,0.03409864666508344,0.022221380387351934,1.0087389589579958,-0.021575321016845228,0.006705885373067671,1.5837026719928455,-0.003287409474529962,-0.008887106519920085,0.061460811824102235,339,339,133,0,,,0,0,0.14821574872788146,0.13584123692131128,0.03386318085401396,0.034335818974567056,0.015674777164855547,0.0,0.018951027878369997,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.05, ""all_weather_sleeve_trend_200"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""cross_asset_mom_126_top3"": 0.05, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.05}",,,0.0039543945947118075,-0.006978549993966299,-0.017347817674140176,-0.01792663335236988,-0.0010345144641012993,-0.01932485896285907,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__QQQ_vol_target_12__SPY_trend_150d__retail_all_weather_fixed__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'SPY_trend_150d', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03412546409694994,0.034057143008842106,0.021673618265862876,1.048889468060865,-0.023757016888295457,0.006321132324182259,1.4364372537767056,-0.0031974575730990547,-0.003903155953615234,0.06270157656838249,282,282,106,0,,,0,0,0.13903374113085712,0.13212475248422953,0.03263167760435626,0.034941827530388325,0.016218096851519093,0.0,0.02084690426633773,0.0,"{""QQQ_vol_target_12"": 0.05, ""SHY"": 0.75, ""SPY_trend_150d"": 0.05, ""all_weather_sleeve_trend_200"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""retail_all_weather_fixed"": 0.05}",,,0.005683955499695692,-0.006070003367756094,-0.01462632507255135,-0.01797461716363702,-1.685587052058235e-05,-0.02097185113032396,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__retail_all_weather_fixed__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03404462855285462,0.03397967217052944,0.021497887589515253,1.098698037831651,-0.024327824324606895,0.006234093440930921,1.3994111474415514,-0.0031466826863265395,-0.006185252709646982,0.0636284975190402,304,304,132,0,,,0,0,0.12724491346882846,0.12562683824132742,0.03512046861980744,0.03345780380464203,0.015746136251746146,0.0,0.019833656250822562,0.0,"{""SHY"": 0.75, ""all_weather_sleeve_trend_200"": 0.0625, ""credit_canary_equity_allocation"": 0.0625, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.0625, ""retail_all_weather_fixed"": 0.0625}",,,0.011725983220426839,-0.006198918914099738,-0.00990674350300269,-0.014758898032659507,0.002953344454337925,-0.023596985104559653,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__QQQ_vol_target_12__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03402427540790964,0.033954857592318755,0.020818976630465176,1.0334097200895511,-0.02004637861677583,0.005651151521430269,1.6972779003304068,-0.0030550344606570857,0.0006135814461420974,0.06260287697845146,221,221,117,0,,,0,0,0.15741196863560267,0.1342573260014333,0.03090167054562709,0.03573288157615151,0.017054344236910213,0.0,0.020678669170974384,0.0,"{""QQQ_vol_target_12"": 0.0625, ""SHY"": 0.75, ""SPY_95_105_collar"": 0.0625, ""all_weather_sleeve_trend_200"": 0.0625, ""credit_canary_equity_allocation"": 0.0625}",,,-0.0030360720115986117,-0.009592564860936403,-0.01466015404976062,-0.01612583595292849,-0.003201187336142164,-0.017049100780679782,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__sector_low_ulcer_positive_trend__SPY_trend_150d__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.033989002155301096,0.03391981123480314,0.022101188651971974,0.9712497799778166,-0.024948540650350126,0.007130117412648354,1.3623643415321007,-0.003264336292883625,-0.008907703263464462,0.06424952658567973,245,245,139,0,,,0,0,0.16914389818141323,0.1338211641868057,0.02944838400710692,0.036476151692269365,0.013317949900075066,0.0,0.019398665424964934,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.05, ""SPY_trend_150d"": 0.05, ""all_weather_sleeve_trend_200"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""sector_low_ulcer_positive_trend"": 0.05}",,,-0.0040318384055806344,-0.010558354177663265,-0.014328956721783692,-0.017157948076939378,0.0001789029557317523,-0.01465431682278695,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__cross_asset_mom_126_top3__retail_all_weather_fixed__all_weather_sleeve_trend_200__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03393815263966293,0.033870669294105316,0.022672322123032516,1.044243099056623,-0.026156973366510683,0.007316278347673476,1.2974801084254899,-0.0033200914243177353,-0.008289550132482892,0.06241931170998383,338,338,135,0,,,0,0,0.13958561880730042,0.1305271508774372,0.0362595971426527,0.03267308082118836,0.015243223338919254,0.0,0.018679989332652358,0.0,"{""SHY"": 0.75, ""all_weather_sleeve_trend_200"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""cross_asset_mom_126_top3"": 0.05, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.05, ""retail_all_weather_fixed"": 0.05}",,,0.013544421603487011,-0.007540222469031188,-0.016783708774664508,-0.017428185927415907,0.0020902767190302818,-0.025342501487877644,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__SPY_trend_150d__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'SPY_trend_150d', 'retail_all_weather_fixed', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03393393295453051,0.033864148816897144,0.021614458330964176,1.0057910983214535,-0.026607421582643398,0.006833199607743164,1.2753559321458776,-0.003187079093852645,-0.008272349364424003,0.06567145435366983,288,288,142,0,,,0,0,0.1355196156843072,0.13497638584597416,0.030492049517272024,0.035817691132298934,0.013571613735154697,0.0,0.01784887357138243,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.0625, ""SPY_trend_150d"": 0.0625, ""credit_canary_equity_allocation"": 0.0625, ""retail_all_weather_fixed"": 0.0625}",,,-0.001326823651558895,-0.006215937041692654,-0.010650124300138564,-0.01738691832124506,-0.0013913029208529881,-0.016911884702768054,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__QQQ_vol_target_12__cross_asset_mom_126_top3__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03393297812710894,0.03386229013973918,0.02185199324363846,1.0146492610124334,-0.021402600554054962,0.006184459723094165,1.585460516417476,-0.0031938828914614558,-0.002840849162750181,0.05958057133609396,279,279,115,0,,,0,0,0.14395306894668014,0.13672590896055536,0.03289644739385156,0.034499254789984724,0.01577651002854452,0.0,0.020757302032235136,0.0,"{""QQQ_vol_target_12"": 0.05, ""SHY"": 0.75, ""SPY_95_105_collar"": 0.05, ""all_weather_sleeve_trend_200"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""cross_asset_mom_126_top3"": 0.05}",,,0.0017182613742210417,-0.009076942554438472,-0.020573448589215837,-0.02098321410644355,-0.002834626668796636,-0.02011638201468935,credit_2008_2021,False,False,True,False,False,False,False,False
full__s25__SPY_trend_150d__retail_all_weather_fixed__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('SPY_trend_150d', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.03388517476530417,0.033823962578860556,0.019576307801656423,0.8926070213141486,-0.02568706109843233,0.006518780342971849,1.3191534304160693,-0.0028340135932058146,-0.01012405033195074,0.06815355195884165,298,298,123,0,,,0,0,0.12395625803414563,0.11839908323334743,0.037442737882623645,0.03155412670444768,0.010602647643750407,0.0,0.015955870647027526,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.0625, ""SPY_trend_150d"": 0.0625, ""all_weather_sleeve_trend_200"": 0.0625, ""retail_all_weather_fixed"": 0.0625}",0.04461661516324256,-0.024528885195497452,0.0034099967883221005,-0.005116835992956981,-0.008174383537015717,-0.011336414401386663,0.0033028898113773852,-0.019024487235342225,full_gfc_2007_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__cross_asset_mom_126_top3__SPY_trend_150d__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'SPY_trend_150d', 'retail_all_weather_fixed', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03386166942475466,0.033790575198566986,0.022430415799846923,0.9950213232209028,-0.0250741239718989,0.007177693922775781,1.3504627105897757,-0.0032890437034550275,-0.009932841638627399,0.06288153150071896,302,302,123,0,,,0,0,0.14935868583136697,0.13752006907512399,0.032569236721972095,0.03456788553154344,0.012988615554549554,0.0,0.01878450343543725,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.05, ""SPY_trend_150d"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""cross_asset_mom_126_top3"": 0.05, ""retail_all_weather_fixed"": 0.05}",,,0.0030882407903132236,-0.007184870996698511,-0.017358551232572128,-0.019148748209643962,-0.0013817118289469743,-0.020001284276223608,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__sector_low_ulcer_positive_trend__SPY_trend_150d__retail_all_weather_fixed__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'sector_low_ulcer_positive_trend', 'SPY_trend_150d', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03377709701958986,0.03371097861533068,0.021865219700702602,1.042744597797657,-0.02386787716366512,0.006738788323190762,1.415169719031816,-0.003195354923559183,-0.008270749101274899,0.06524425722798988,297,297,119,0,,,0,0,0.14940223360520205,0.12790566722706923,0.03186334670513369,0.034823302600645256,0.01480623955178939,0.0,0.019440076646062288,0.0,"{""SHY"": 0.75, ""SPY_trend_150d"": 0.05, ""all_weather_sleeve_trend_200"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""retail_all_weather_fixed"": 0.05, ""sector_low_ulcer_positive_trend"": 0.05}",,,0.005514671287579764,-0.007322970064664092,-0.013765701522087892,-0.01722127009282559,0.0033104850795817597,-0.019755774718116736,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__QQQ_vol_target_12__retail_all_weather_fixed__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03374713489148706,0.033681612070446176,0.021098822742965283,1.1061427583244727,-0.02459847083549338,0.005809951748246892,1.371920031825433,-0.003053220161553186,0.001404372958961675,0.06064901355814012,232,232,104,0,,,0,0,0.14184423604502766,0.12675706300978218,0.03391233910058533,0.03365696173761301,0.018929097280226292,0.0,0.022530806917409718,0.0,"{""QQQ_vol_target_12"": 0.0625, ""SHY"": 0.75, ""all_weather_sleeve_trend_200"": 0.0625, ""credit_canary_equity_allocation"": 0.0625, ""retail_all_weather_fixed"": 0.0625}",,,0.008919724775269033,-0.006040512045616286,-0.01395438900714474,-0.01625400512119235,0.0006961559317202326,-0.02459847083549338,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__SPY_trend_150d__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'SPY_trend_150d', 'all_weather_sleeve_trend_200'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03372023926357581,0.03365330911354292,0.02358903036826738,0.9665658401082045,-0.031400962888084694,0.007455739146971759,1.0738600400171545,-0.0034787766143029517,-0.010003376077344472,0.06163578014788196,305,305,144,0,,,0,0,0.15781746239788594,0.1294821439889487,0.032200897213995106,0.034550585216892804,0.014047878075018172,0.0,0.01765218102313515,0.0,"{""SHY"": 0.75, ""SPY_trend_150d"": 0.08333333333333333, ""all_weather_sleeve_trend_200"": 0.08333333333333333, ""credit_canary_equity_allocation"": 0.08333333333333333}",,,0.008035423363721872,-0.005991289667543365,-0.014110359009378959,-0.01904664633215558,0.010079147626161467,-0.0169700641812337,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__QQQ_vol_target_12__cross_asset_mom_126_top3__retail_all_weather_fixed__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'QQQ_vol_target_12', 'cross_asset_mom_126_top3', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03370173820711164,0.03363379261772326,0.02234040825688338,1.050113233429564,-0.026148531210584913,0.006731173863860214,1.2888577922674753,-0.0032151777173200554,-0.0022291229661155487,0.05800543147259929,303,303,148,0,,,0,0,0.1396253686459341,0.1314508513812604,0.03529258240776234,0.032834334656896225,0.017262631838884435,0.0,0.02048735028928439,0.0,"{""QQQ_vol_target_12"": 0.05, ""SHY"": 0.75, ""all_weather_sleeve_trend_200"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""cross_asset_mom_126_top3"": 0.05, ""retail_all_weather_fixed"": 0.05}",,,0.011296584967308343,-0.0074132807844422555,-0.020010561134613858,-0.020485762458774315,0.00028154823980819366,-0.026148531210585024,credit_2008_2021,False,False,True,False,False,False,False,False
full__s25__SPY_trend_150d__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('SPY_trend_150d', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.033686253286435486,0.03362195759641606,0.020498069686573545,0.7865015822581682,-0.028909646764379127,0.0071670788050937516,1.1652253505892654,-0.0030091194564476477,-0.012494395548486747,0.06732654184472242,440,440,259,0,,,0,0,0.128297723515866,0.124385266012825,0.03478697332876601,0.0329636021534323,0.009528030338099791,0.0,0.013771307136291266,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.08333333333333333, ""SPY_trend_150d"": 0.08333333333333333, ""all_weather_sleeve_trend_200"": 0.08333333333333333}",0.044869550257884416,-0.025697023547956888,-0.0026978207311005864,-0.007348559451248349,-0.010067302318002347,-0.011956527781770587,0.0034365065758423796,-0.01357759527800595,full_gfc_2007_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__cross_asset_mom_126_top3__SPY_trend_150d__all_weather_sleeve_trend_200,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'SPY_trend_150d', 'all_weather_sleeve_trend_200'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03367438037157644,0.033604759778421256,0.02438689440472803,0.9467017512086642,-0.028301667356978588,0.008176334623863996,1.189837331731378,-0.0035914089884167555,-0.011658429624735955,0.06064799125199816,355,355,124,0,,,0,0,0.15793453266587382,0.1346930703641441,0.034357935563941844,0.033301421052618574,0.013192638122860423,0.0,0.01707513228937252,0.0,"{""SHY"": 0.75, ""SPY_trend_150d"": 0.0625, ""all_weather_sleeve_trend_200"": 0.0625, ""credit_canary_equity_allocation"": 0.0625, ""cross_asset_mom_126_top3"": 0.0625}",,,0.011232071987572034,-0.007616207067401404,-0.021606135768656443,-0.022208253145634238,0.0072373715579971964,-0.020798360255594783,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__sector_low_ulcer_positive_trend__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'sector_low_ulcer_positive_trend', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.033591207672810874,0.033524274324290504,0.020980663731982045,1.0304870234283947,-0.020051994316800048,0.006085612062755946,1.6752053258197537,-0.0030563332637218877,-0.004859876323729528,0.061862539198109356,224,224,118,0,,,0,0,0.17050297429417202,0.12950517952664836,0.029946573435199353,0.03558623740653588,0.015307085295573009,0.0,0.020681198084550045,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.0625, ""all_weather_sleeve_trend_200"": 0.0625, ""credit_canary_equity_allocation"": 0.0625, ""sector_low_ulcer_positive_trend"": 0.0625}",,,-0.0032403256409203607,-0.01115662249822913,-0.013585690358701163,-0.01590925618846517,0.0009528670995548882,-0.015534944485414148,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__cross_asset_mom_126_top3__sector_low_ulcer_positive_trend__all_weather_sleeve_trend_200__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'sector_low_ulcer_positive_trend', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03358136903351716,0.03351255775939488,0.02216009027195144,1.0014711722683403,-0.022884348023481604,0.006647381298612374,1.4674383119440133,-0.003238943376119251,-0.007209276004889742,0.06096439349252081,289,289,132,0,,,0,0,0.1543067627496593,0.13314000229868764,0.032121957579046345,0.03437892623821437,0.0143755553133178,0.0,0.018905773643091095,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.05, ""all_weather_sleeve_trend_200"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""cross_asset_mom_126_top3"": 0.05, ""sector_low_ulcer_positive_trend"": 0.05}",,,0.0015534797358591756,-0.010326823345356284,-0.01972158686603709,-0.02017211581716505,0.000495284318849265,-0.018898943597049356,credit_2008_2021,False,False,True,False,False,False,False,False
full__s25__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,full_gfc_2007_2021,full_gfc_2007_2021,"Monthly equal-weight ('retail_all_weather_fixed', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2007-02-01,2021-12-31,14.90079365079365,0.0334739337846135,0.03341305036788045,0.019017120418332683,0.8619535675975671,-0.030088434806794462,0.006047625993742033,1.1125182815110919,-0.002702165199322941,-0.004656191802523968,0.07452854593376479,248,248,126,0,,,0,0,0.12190125983542688,0.11780944000625368,0.03660869641970432,0.03141922845578016,0.011990107220645196,0.0,0.01607843857473834,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.125, ""retail_all_weather_fixed"": 0.125}",0.019848351311878787,-0.030088434806794906,-0.0021492316377043075,-0.006516940143063588,-0.003916545338410238,-0.007964009782309267,-0.004956528315878672,-0.02161521996678395,full_gfc_2007_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__retail_all_weather_fixed__all_weather_sleeve_trend_200__SPY_95_105_collar__recovery_sector_barbell_M_cyc65_mom63_ma100_top2,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'retail_all_weather_fixed', 'all_weather_sleeve_trend_200', 'SPY_95_105_collar', 'recovery_sector_barbell_M_cyc65_mom63_ma100_top2'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03345049292808855,0.03338449831546719,0.02032283912629408,1.0820317848151868,-0.02312709866567686,0.005862024061276408,1.446376539126057,-0.0029693531118329115,-0.0061747436594356,0.06385024480693291,253,253,132,0,,,0,0,0.12618851561409672,0.1277071126394506,0.03264899614469208,0.033888289155339146,0.016030589115548555,0.0,0.019594529776042036,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.05, ""all_weather_sleeve_trend_200"": 0.05, ""credit_canary_equity_allocation"": 0.05, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.05, ""retail_all_weather_fixed"": 0.05}",,,0.004154798974397966,-0.005446470354531385,-0.008991090161764248,-0.013299786301966154,-0.00019024685883295422,-0.020192876288650186,credit_2008_2021,False,False,True,False,False,False,False,False
credit__s25__credit_canary_equity_allocation__cross_asset_mom_126_top3__retail_all_weather_fixed__SPY_95_105_collar,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly equal-weight ('credit_canary_equity_allocation', 'cross_asset_mom_126_top3', 'retail_all_weather_fixed', 'SPY_95_105_collar'); 25% risk, residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.03341630881803903,0.0333470655119803,0.02212479867409257,1.0245895938759095,-0.025895452631790383,0.007225740144937193,1.2904315399768576,-0.003210160308736852,-0.0061880038028664375,0.06005691153565995,336,336,181,0,,,0,0,0.14358786367987053,0.1339985077365679,0.033829748560749495,0.03319068354643506,0.01487586098558813,0.0,0.019472195138302784,0.0,"{""SHY"": 0.75, ""SPY_95_105_collar"": 0.0625, ""credit_canary_equity_allocation"": 0.0625, ""cross_asset_mom_126_top3"": 0.0625, ""retail_all_weather_fixed"": 0.0625}",,,0.005666265160412465,-0.008445648723136023,-0.017379803462916676,-0.018153196207363553,-0.0010128967445046655,-0.02338870931702164,credit_2008_2021,False,False,True,False,False,False,False,False
credit_2008_2021__invvol126__s25,Monthly ETF strategy-sleeve ensemble,credit_2008_2021,credit_2008_2021,"Monthly inverse-vol all-pool diagnostic, 126d risk, 25% allocation; residual SHY.",Sleeve-level screen; underlying ETF orders require weight aggregation and netting,2008-02-01,2021-12-31,13.90079365079365,0.033382245135765265,0.03324211450087655,0.020776392650858313,1.0617186124829854,-0.02231518131598753,0.006113413834892105,1.4959432622601558,-0.003064737623973658,-0.00804810349928109,0.06339909962471801,282,282,133,0,,,0,0,0.1263461083686219,0.2712535086132021,0.033891067833912825,0.03310458660530502,0.014583763630941826,0.0,0.01883203076693829,0.0,"{""QQQ_vol_target_12"": 0.021884851492151636, ""SHY"": 0.75, ""SPY_95_105_collar"": 0.033622343545375646, ""SPY_trend_150d"": 0.02326672919504096, ""all_weather_sleeve_trend_200"": 0.04248870860200447, ""credit_canary_equity_allocation"": 0.023657942481888242, ""cross_asset_mom_126_top3"": 0.021603455975255106, ""recovery_sector_barbell_M_cyc65_mom63_ma100_top2"": 0.021618076111816566, ""retail_all_weather_fixed"": 0.03784673760266452, ""sector_low_ulcer_positive_trend"": 0.024011154993802887}",,,0.0037103613112108302,-0.008254093596837486,-0.014383892706086976,-0.014819676122659664,-0.0026330396186182714,-0.02085372158587384,credit_2008_2021,False,False,True,False,False,False,False,False
